JBI178,DHARMAWANGSA PALMERAH,103.629,-1.64775
JBI179,KALIJAGA JBI,103.592,-1.62472
JBI181,HOTEL ASTON JAMBI INDOOR,103.604,-1.60142
JBI189,SIMPANG PULAI 2,103.604,-1.60256
JBI190,KERAMAT SUNGKE,103.586,-1.50334
JBI192,ULU GEDONG,103.606,-1.58506
JBI193,QODIR IBRAHIM,103.598,-1.58488
JBI194,TANJUNG PASIR JBI,103.59,-1.5863
JBI199,KENALI BESAR 2,103.552,-1.6227
JBI202,RAWASARI JBI,103.572,-1.63194
JBI203,MENDALO DARAT 2,103.535,-1.60608
JBI206,TANJUNG PINANG JBI,103.629,-1.59192
JBI208,CEMPAKA PUTIH 2 JBI,103.613,-1.60242
JBI210,SMA 11 JBI,103.561,-1.63929
JBI211,DR TAZAR,103.562,-1.59439
JBI212,TELUK KENALI 2,103.573,-1.59168
JBI213,VILLA BUKIT MAS 2,103.557,-1.62588
JBI216,KAMPUNG RAJA 2,103.557,-1.64611
JBI220,LORONG TERATAI JBI,103.635,-1.65944
JBI221,SEMAYANG MALIK,103.575,-1.65323
JBI223,MENDALO LAUT,103.542,-1.58523
JBI231,SIMPANG UNJA,103.523,-1.60982
JBI243,PUCUK RAWASARI,103.576,-1.62617
JBI247,SURYA DHARMA 3,103.602,-1.65244
JBI249,PATIMURA 3,103.562,-1.62161
JBI250,CITRALAND JAMBI,103.58,-1.64992
JBI251,LORONG TEGAL SARI,103.583,-1.63075
JBI252,SIMPANG RIMBO 2,103.542,-1.619
JBI255,SIMPANG KAWAT (SAMSAT),103.605,-1.61188
JBI258,Simpang Bandara Jambi,103.631,-1.62398
JBI259,LR MADRASAH BERINGIN,103.629,-1.63063
JBI260,ASRAMA PM JELUTUNG,103.611,-1.614
JBI261,RANU CELL,103.635,-1.634
JBI265,O2 WESTERN HOTEL,103.617,-1.59921
JBI267,LIPPO MALL JAMBI,103.626,-1.5964
JBI268,PENYENGAT RENDAH,103.601,-1.59186
JBI271,SMPN 22 JAMBI,103.544,-1.6338
JBI274,SMAN 11 JAMBI,103.561,-1.63374
JBI276,PERUM METEOR GARDEN,103.617,-1.6342
JBI281,KANTOR GUBERNUR JAMBI,103.585,-1.6041
JBI284,Juanda 2 JBI,103.585,-1.6345
JBI286,SUNAN KALIJOGO,103.592,-1.62899
JBI288,KODIM 0415 BTH,103.584,-1.60799
JBI296,C_JBI296MW1_DMT_CitraRayaMendalo,103.516,-1.63494
JBI297,SMK BATANGHARI,103.576,-1.62625
JBI300,SAMSAT,103.606,-1.61249
JBI301,RUMAH SAKIT PERTAMINA (BAITURAHIM),103.606,-1.60663
JBI302,KOREM GARUDA PUTIH,103.594,-1.61149
JBI303,HOTEL JAYAKARTA,103.62,-1.60806
JBI305,Rawasari 2 JBI,103.568,-1.63627
JBI306,RUMAH SAKIT ABDUL MANAF,103.58,-1.63983
JBI307,KARYA SUKA ABADI JAMBI PT.,103.622,-1.61494
JBI308,PERUMAHAN VILLA KENALI,103.583,-1.64642
JBI309,LIPPO MALL-2 JAMBI,103.626,-1.5964
JBI310,Payo Lebar 2,103.602,-1.60444
KBI001,KOTABUMI,104.889,-4.8305
KBI002,BUKIT KEMUNING,104.567,-4.865
KBI003,NEW KOTABUMI,104.863,-4.83878
KBI005,KOTABUMI 3,104.878,-4.82344
KBI006,BUNGA MAYANG,104.873,-4.59014
KBI007,OGAN LIMA,104.701,-4.86714
KBI008,KALIBALANGAN,104.983,-4.88108
KBI012,BLAMBANGAN PAGAR,105.038,-4.89664
KBI013,ABUNG TIMUR,105.017,-4.71075
KBI014,SUNGKAI SELATAN,104.797,-4.72092
KBI016,KOTABUMI 4,104.932,-4.85797
KBI018,SUNGKAI UTARA,104.741,-4.65361
KBI019,KOTABUMI UTARA,104.848,-4.77931
KBI020,ABUNG TENGAH,104.767,-4.96189
KBI021,BUMI AGUNG MARGA,104.934,-4.75292
KBI022,ABUNG SEMULI,105.01,-4.80153
KBI023,ABUNG TINGGI,104.631,-4.87206
KBI024,TANJUNG RAJA LAMPUNG,104.658,-4.91036
KBI027,TULUNG BUYUT,104.663,-4.628
KBI030,TALANG BARU,104.76,-4.87314
KBI031,KOTABUMI SELATAN,104.839,-4.87133
KBI032,TARUKO JAYA,104.911,-4.84778
KBI033,MULYOASRI,105.138,-4.63231
KBI035,KOTABUMI 5,104.898,-4.83467
KBI037,MULYOREJO,104.931,-4.66039
KBI038,CABANG EMPAT,104.884,-4.95742
KBI040,HANDUYANG RATU,104.927,-4.60558
KBI041,NYAPA BANYU,104.784,-4.98645
KBI042,KOTANEGARA LAMPUNG,104.799,-4.62452
KBI043,DESA KALI CINTA,104.883,-4.78804
KBI044,TALANG BOJONG,104.806,-4.83786
KBI045,SUKADANA UDIK,104.898,-4.56865
KBI046,SUNGKAI JAYA,104.79,-4.80334
KBI047,SIDOMUKTI LAMPUNG,105.015,-4.75143
KBI048,KALIBALANGAN 2,104.959,-4.87052
KBI049,BURING KENCANA,105.051,-4.80686
KBI050,ABUNG SELATAN,104.948,-4.90763
KBI051,SUNGKAI TENGAH,104.726,-4.72902
KBI052,TANJUNG BARU,104.545,-4.90119
KBI053,ABUNG TIMUR 2,104.972,-4.73303
KBI054,OGAN JAYA,104.695,-4.68979
KBI055,MEKAR ASRI,104.763,-4.70722
KBI056,SAWOJAJAR,104.829,-4.74095
KBI057,SEMULI JAYA,104.987,-4.83688
KBI058,KEDATON ABUNG TENGAH,104.752,-4.92164
KBI059,LABUHAN RATU PASAR,104.777,-4.73639
KBI061,SUNGKAI BARAT,104.679,-4.78486
KBI062,MARGODADI TUMIJAJAR,105.109,-4.65593
KBI063,BUKIT KEMUNING 2,104.577,-4.84104
KBI064,MERAMBUNG,104.66,-4.93093
KBI065,KOTABUMI BARAT,104.868,-4.81456
KBI067,TALANG JEMBATAN,104.807,-4.88789
KBI068,COMOK SINAR JAYA,104.646,-4.81023
KBI069,TULUNG MILI,104.918,-4.83078
KBI070,KEBUN LIMA,104.891,-4.84795
KBI071,GUNUNGSARI ABUNG,105.098,-4.76674
KBI072,DAYA ASRI,105.05,-4.6969
KBI073,NEGERI UJUNG KARANG,104.938,-4.56793
KBI074,BUMI PROKIMAL,104.868,-4.79481
KBI075,NEGARA TULANG BAWANG,104.859,-4.57943
KBI076,PUNAI INDAH KOTA BUMI,104.879,-4.83165
KBI077,KEMBANG TANJUNG ABUNG,104.959,-4.83971
KBI078,PASAR BUKIT KEMUNING,104.573,-4.86043
KBI087,SRI BASUKI KOTABUMI,104.886,-4.82185
KBI088,SINARMAS ALAM,104.886,-4.84133
KBI089,KOTABUMI ILIR,104.891,-4.81384
KBI090,ST SELIBAR JAGAT,104.882,-4.815
KBI091,KELAPA 7,104.902,-4.84089
KBI092,SUDIRMAN KOTABUMI,104.884,-4.82581
KBI093,KOTA ALAM KOTABUMI,104.871,-4.84352
KBI098,AMAN JAYA,104.749,-4.63772
KBI099,GEDUNG KETAPANG,104.782,-4.71133
KBI101,WISATA WAY RAREM,104.818,-4.97672
KBI102,GENDOT MARGOREJO,104.895,-4.76185
KBI103,PASAR TRIMODADI,104.912,-4.92808
KBI104,PAKUAN AGUNG SUNGKAI,104.964,-4.66321
KBI105,KEBUN LIMA 2,104.89,-4.87069
KBI106,DOROWATI,104.886,-4.6768
KBI107,CANDIMAS KOTABUMI,104.92,-4.85567
KBI109,SUKASARI,104.698,-4.983
KBI110,Pasar Karya Tani,104.903,-4.72389
KBI111,WONOMARTO,104.866,-4.744
KBI112,ABUNG TINGGI 2,104.65,-4.87135
KBI113,PARAHIANGAN,104.623,-4.93219
KBI114,BUNGA MAYANG 2,104.837,-4.60041
KBI115,SUKAMENANTI BUKIT KEMUNING,105.588,-4.8674
KBI116,SIDOKAYO,104.588,-4.90908
KBI118,BUKIT KEMUNING 3,104.565,-4.87447
KBI119,ABUNG JAYO,104.943,-4.82424
KBI120,PANCASILA KOTABUMI,104.896,-4.82702
KLA001,NATAR,105.193,-5.3105
KLA002,BRANTI,105.175,-5.21553
KLA003,GUNUNG RAJABASA,105.68,-5.75611
KLA004,KALIANDA,105.589,-5.73167
KLA005,GEDONG TATAAN,105.1,-5.38022
KLA006,SIDOMULYO,105.51,-5.60639
KLA007,TARAHAN,105.348,-5.51672
KLA008,HAJIMENA,105.225,-5.36253
KLA009,BAKAUHENI 1,105.739,-5.84339
KLA010,BAKAUHENI 2,105.743,-5.8595
KLA011,CANDI MAS,105.186,-5.27789
KLA012,MERAK BLANTUNG,105.556,-5.66092
KLA013,TANJUNGAN,105.405,-5.545
KLA014,JATIMULYO,105.292,-5.34181
KLA015,TEGINENENG,105.181,-5.17175
KLA016,BLAMBANGAN,105.649,-5.72928
KLA017,TANJUNG BINTANG,105.414,-5.42056
KLA018,HANURA,105.239,-5.53069
KLA020,KEDONDONG,105.002,-5.45256
KLA021,KATIBUNG,105.452,-5.53047
KLA022,PEMATANG PASIR,105.782,-5.66939
KLA023,PALAS,105.679,-5.65056
KLA024,NEGERI KATON,105.115,-5.25422
KLA025,NEGERI SAKTI,105.164,-5.36833
KLA026,KALIANDA 2,105.586,-5.70186
KLA027,JATI AGUNG,105.287,-5.31353
KLA028,PADANG CERMIN,105.168,-5.6113
KLA029,WAY LIMA,105.038,-5.42203
KLA030,SRAGI,105.752,-5.63181
KLA031,CANDIPURO,105.59,-5.54303
KLA032,MERBAU MATARAM,105.38,-5.45003
KLA033,TARAHAN 2,105.378,-5.56197
KLA034,BANDAR REJO,105.288,-5.21758
KLA035,WATES PADANG CERMIN,105.075,-5.60653
KLA036,PADANG CERMIN 2,105.142,-5.59992
KLA037,TALANG JAWA,105.486,-5.45672
KLA038,KATIBUNG 2,105.47,-5.55303
KLA039,BAKAUHENI 3,105.731,-5.84006
KLA040,MERAK BATIN,105.211,-5.33636
KLA042,PT CPB,105.476,-5.63939
KLA043,BOGOREJO,105.101,-5.39533
KLA044,KETAPANG,105.783,-5.737
KLA045,SIDOMULYO 2,105.529,-5.5795
KLA046,DESA WIYONO,105.128,-5.37532
KLA047,BEGADANG 3,105.171,-5.2395
KLA048,PUNDUH PIDADA,105.147,-5.74014
KLA049,REP. PADANG CERMIN,105.231,-5.5825
KLA051,KARANG SARI,105.724,-5.75625
KLA052,LEMATANG,105.35,-5.40269
KLA053,IR. SUTAMI 2,105.336,-5.41842
KLA055,SRENGSEM,105.329,-5.49758
KLA056,BAKAUHENI 4,105.723,-5.80615
KLA058,PERUM KORPRI,105.302,-5.36264
KLA059,MERAK BLANTUNG 2,105.531,-5.63436
KLA060,BERGEN,105.462,-5.32578
KLA061,CANDIMAS 2,105.183,-5.25522
KLA062,SUKAJAYA,105.249,-5.49831
KLA063,SUKAMAJU,105.374,-5.27236
KLA064,KENJURU,105.528,-5.68514
KLA065,SINAR BANTEN,105.246,-5.33883
KLA068,SUMUR,105.757,-5.85019
KLA072,TRIDARMA YOGA,105.786,-5.77806
KLA076,ROWO REJO,105.055,-5.29042
KLA077,NEGERI KATON 2,105.109,-5.32225
KLA078,WAWASAN,105.503,-5.36744
KLA079,KARANG PUCUNG,105.547,-5.47172
KLA080,NEGERI AMPAI,105.192,-5.36953
KLA081,WATES 2,105.192,-5.13017
KLA082,BANDARA RADEN INTEN INDOOR,105.176,-5.24259
KLA083,TRIMULYO,105.117,-5.17731
KLA084,BAKAUHENI 5,105.753,-5.86249
KLA089,REJOMULYO,105.298,-5.25592
KLA090,DESA PATOK,105.585,-5.61433
KLA091,TENGKUJUH,105.585,-5.78811
KLA092,MAJA,105.155,-5.68225
KLA093,COCA COLA MICRO,105.369,-5.39308
KLA094,PAL PUTIH,105.409,-5.36057
KLA095,BUDI LESTARI,105.471,-5.42011
KLA096,GUNUNG REJO,105.063,-5.56661
KLA097,BERUNDUNG,105.781,-5.63994
KLA098,TAMAN SARI,105.776,-5.70542
KLA099,SUKAPURA,105.726,-5.62647
KLA100,KUNYIR,105.653,-5.83569
KLA101,KALIASIN,105.225,-5.30593
KLA102,REJOSARI NATAR,105.178,-5.29598
KLA103,WAY GALIH,105.357,-5.36497
KLA104,UJAU RAJABASA,105.605,-5.82544
KLA105,TAJIMALELA,105.62,-5.72298
KLA106,MARGODADI,105.352,-5.31576
KLA107,RULUNG JAYA,105.229,-5.21892
KLA109,WAY HARONG,105.027,-5.44258
KLA111,TOTO HARJO,105.69,-5.81416
KLA112,SRI PENDOWO,105.755,-5.72531
KLA113,PESISIR KALIANDA,105.587,-5.76189
KLA114,SIDOASRI,105.545,-5.56393
KLA115,PESANTREN MUHAJIRUN,105.171,-5.31701
KLA116,REJOSARI NATAR 2,105.153,-5.29682
KLA117,SERDANG BINTANG,105.393,-5.411
KLA118,SINDANG SARI,105.335,-5.45138
KLA121,PASAR KEDONDONG,105.001,-5.46876
KLA122,TANJUNG KERTA,104.964,-5.49635
KLA123,KLAWI,105.728,-5.86228
KLA124,SUKA BANJAR,105.178,-5.3504
KLA125,SALAHUDDIN,105.2,-5.353
KLA128,SUKARAME PIDADA,105.18,-5.71971
KLA129,TRI RAHAYU,105.096,-5.21423
KLA130,BATU PAYUNG,105.37,-5.54772
KLA131,STO PANJANG,105.323,-5.47327
KLA132,GALIH LUNIK,105.377,-5.42586
KLA133,KRESNO WIDODO,105.143,-5.22312
KLA134,SUNGAI LANGKA,105.161,-5.38047
KLA135,IR SUTAMI,105.378,-5.39444
KLA136,SIMPANG KALIANDA,105.589,-5.71194
KLA137,BIMA NATAR,105.193,-5.29164
KLA138,SERBAJADI NATAR,105.222,-5.34799
KLA139,SITARA NATAR,105.209,-5.30972
KLA140,TALANG SIDOMULYO,105.485,-5.57507
KLA141,MANDAH,105.176,-5.2009
KLA143,NEGLASARI,105.449,-5.47674
KLA146,SUMBERSARI NATAR,105.204,-5.21937
KLA147,PANCA BAKTI,105.109,-5.13223
KLA148,TALANG MULYA,105.197,-5.45416
KLA149,UMBUL KUNCI,105.228,-5.46936
KLA150,PANTAI MUTUN,105.26,-5.5147
KLA151,GEBANG,105.237,-5.55458
KLA152,SANGGI,105.17,-5.65366
KLA154,SINAR KALIANDA,105.584,-5.72094
KLA155,RUGUK,105.779,-5.80574
KLA157,PELABUHAN BAKAUHENI,105.753,-5.869
KLA158,TAMIMI KALIANDA,105.594,-5.73633
KLA159,SIMPANG KALIANDA 2,105.592,-5.72245
KLA162,PULAU PASIR,105.359,-5.53182
KLA163,FLYOVER NATAR,105.199,-5.32257
KLA164,WATES WAY RATAI,105.065,-5.58489
KLA167,KAMPUNG BARU PIDADA,105.176,-5.70068
KLA169,GEDONG TATAAN 2,105.108,-5.38075
KLA177,WAY PANJI,105.616,-5.64846
KLA178,KALIANDA KEDATON,105.594,-5.72838
KLA179,KALIANDA CANGGU,105.607,-5.72528
KLA180,KALIANDA PEMATANG,105.616,-5.73557
KLA184,PANCASILA,105.263,-5.25691
KLA185,BERNUNG,105.145,-5.35065
KLA186,KARANG RAJA MERBAU,105.386,-5.4827
KLA187,SABAH BALAU,105.339,-5.36891
KLA188,PERUMAHAN PEMDA,105.321,-5.35222
KLA189,WAY SULAN,105.507,-5.48453
KLA191,KATIBUNG 3,105.446,-5.5457
KLA192,SINAR PASMAH,105.615,-5.49988
KLA193,GERNING,105.083,-5.1614
KLA194,BATANG HARI OGAN,105.226,-5.16953
KLA199,KALIASIN TANJUNG BINTANG,105.354,-5.43637
KLA200,BERINGIN KENCANA,105.592,-5.5172
KLA201,Purwodadi Dalam,105.42,-5.37754
KLA202,CATIHAN KARANG RAJA,105.417,-5.49021
KLA203,REJOAGUNG,105.196,-5.1811
KLA204,NUSA INDAH,105.237,-5.34722
KLA205,YOS SUDARSO BDL,105.319,-5.45853
KLA206,PEMANGGILAN NATAR,105.215,-5.34408
KLA208,TAMANSARI NATAR,105.237,-5.33449
KLA209,PANAHAN BRANTI,105.187,-5.26834
KLA210,BATULIMAN INDAH,105.518,-5.52212
KLA211,JAWA KEDONDONG,104.973,-5.46427
KLA212,GEDONG TATAAN 3,105.094,-5.37941
KLA213,PALAS II,105.653,-5.63524
KLA216,BERGEN II,105.443,-5.31737
KLA217,JATI AGUNG 2,105.309,-5.32145
KLA219,TARAHAN III,105.408,-5.57739
KLA223,KALIASIN II,105.22,-5.27206
KLA224,C_KLA224MB1_CMI_MandalaSariSragi,105.716,-5.6545
KLA225,BALINURAGA,105.597,-5.57874
KLA227,TANJUNGAN II,105.424,-5.53259
KLA228,TEGINENENG II,105.156,-5.15663
KLA230,PASAR WIYONO,105.142,-5.38177
KLA231,SIDOMULYO III,105.49,-5.62642
KLA232,TANJUNG BINTANG II,105.44,-5.43841
KLA237,JATI AGUNG III,105.29,-5.322
KLA238,JATI MULYO III,105.291,-5.33283
KLA240,SUKOBAKTIPALAS,105.671,-5.699
KLA244,BERNUNG II,105.144,-5.36587
KLA245,GADING REJOIV,105.078,-5.33658
KLA246,SIDOMULYO 3,105.537,-5.5939
KLA247,KANTOR TNI AL YONIF 3,105.179,-5.61943
KLA250,BanjarsariIIMerakBatin,105.611,-5.52037
KLA251,DESASUKATANI,105.601,-5.66385
KLA253,DESA AGOM,105.576,-5.65313
KLA254,DESA SUAK,105.453,-5.63742
KLA255,DESARUANG TENGAH,105.692,-5.77135
KLA256,RulungSariNatar,105.212,-5.23789
KLA257,DESABUMI DAYA,105.658,-5.66427
KLA259,DESA MARGO LESTARI,105.389,-5.31881
KLA260,DESAWAY MULI,105.588,-5.74828
KLA261,Desa Banding Rajabasa,104.761,-5.29473
KLA262,DESA KELATEN,105.697,-5.73782
KLA264,DESALEBAK DANAU,105.45,-5.29281
KLA265,DESABUMI RESTU,105.638,-5.58871
KLA266,PalembapangKalianda,105.636,-5.73193
KLA267,DESAPURWOSARI,105.26,-5.21738
KLA268,DESA BUMI JAYA,105.606,-5.53321
KLA270,PEKON WARINGIN,105.064,-5.25838
KLA272,DESAWAY KALAM,105.483,-5.32683
KLA273,KIKarangAnyarLamsel,105.273,-5.29034
KLA274,Fajar Baru Jati Agung,105.275,-5.33748
KLA275,PT. CPB 2,105.472,-5.65069
KLA276,Banjar Agung LamSel,105.348,-5.34597
KLA277,Way Urang Padang Cermin,105.112,-5.60534
KOB001,KOBA,106.404,-2.50183
KOB002,NAMANG,106.187,-2.31717
KOB003,SUNGAI SELAN,105.991,-2.37811
KOB004,SIMPANG KATIS,106.061,-2.28642
KOB006,SIMPANG LUBUK,106.66,-2.55897
KOB007,KURAU,106.237,-2.336
KOB008,PENYA,106.304,-2.42264
KOB009,PUPUT,106.129,-2.32778
KOB010,TERAK,106.066,-2.22022
KOB011,AIR MESU,106.147,-2.21794
KOB013,BENTENG YUDONO,106.176,-2.16803
KOB015,CAMBAI JELUTUNG,106.165,-2.27636
KOB016,PERLANG,106.506,-2.54994
KOB017,KAMPUNG DUL,106.126,-2.16092
KOB020,TANJUNG GUNUNG,106.198,-2.22886
KOB021,KOBA 2,106.414,-2.48203
KOB022,PANGKUL,106.118,-2.18825
KOB023,GUNUNG MANGKOL,106.097,-2.2395
KOB025,SIMPANG TERAK,106.077,-2.18103
KOB026,GUNUNG SAGOYA,106.192,-2.19381
KOB027,GUNTUNG,106.355,-2.46747
KOB028,KULUR,106.449,-2.54458
KOB029,LAMPUR,106.05,-2.37944
KOB030,KERANTAI,106.131,-2.43239
KOB032,MUNGGU,106.022,-2.42617
KOB033,SARANG MANDI,106.02,-2.32922
KOB034,NIBUNG KOBA,106.382,-2.52055
KOB035,SARANG IKAN,106.655,-2.5855
KOB036,PUPUT II,106.089,-2.31558
KOB039,BATU BERIGA,106.773,-2.60208
KOB040,SIMPANG KRETAK,106.04,-2.30639
KOB041,DESA JERUK,106.146,-2.19664
KOB042,RSUD KOBA,106.414,-2.51776
KOB043,PEMKOT KOBA,106.421,-2.49506
KOB051,TERENTANG KOBA,106.336,-2.45604
KOB052,KERAKAS,106.117,-2.4047
KOB053,MULIA PENYAK,106.268,-2.37285
KOB055,ARUNG DALAM,106.399,-2.48332
KOB057,PASAR KOBA,106.408,-2.4909
KOB058,DESA BELIMBING,106.478,-2.60615
KOB059,DESA LUBUK,106.592,-2.55448
KOB060,DESA SADAP,106.52,-2.59497
KOB062,AIR MESU 2,106.148,-2.20999
KOB063,BATU BELUBANG,106.198,-2.2002
KOB064,DESA SUNGKAP,106.159,-2.32514
KOB065,NAMANG KOBA/Desa Belilik Namang,106.209,-2.32254
KOT001,PRINGSEWU,104.971,-5.35506
KOT002,KOTA AGUNG,104.658,-5.50325
KOT003,STO TALANG PADANG,104.783,-5.36414
KOT004,WONOSOBO,104.545,-5.48042
KOT005,GISTING,104.733,-5.42292
KOT006,GADINGREJO,105.048,-5.37217
KOT008,PAGELARAN,104.894,-5.37031
KOT009,SUKOHARJO,104.983,-5.30058
KOT010,KOTA AGUNG 3,104.621,-5.49289
KOT011,AMBARAWA,104.961,-5.41011
KOT012,PULAU PANGGUNG LAMPUNG,104.745,-5.31856
KOT013,PARDASUKA,104.931,-5.48058
KOT014,PRINGSEWU 2,104.977,-5.36511
KOT016,ADI LUWIH,105.027,-5.22511
KOT017,SUMBER REJO TANGGAMUS,104.687,-5.37994
KOT018,PUGUNG,104.843,-5.35319
KOT019,SEMAKA,104.484,-5.50386
KOT020,CUKUH BALAK,104.878,-5.65225
KOT021,ULU BELU,104.563,-5.31333
KOT022,KELUMBAYAN,105.049,-5.63386
KOT023,PEMATANG SAWAH,104.552,-5.57173
KOT024,BANYUMAS,104.916,-5.28872
KOT027,REP GISTING,104.712,-5.45631
KOT028,KOTA AGUNG BARAT,104.576,-5.48772
KOT029,AIR KUBANG,104.725,-5.26908
KOT030,GUNUNG ALIP,104.727,-5.35308
KOT031,BULOK,104.89,-5.48458
KOT032,TALANG PADANG 2,104.775,-5.36836
KOT037,KUNCORO,104.467,-5.45389
KOT038,WAY MANAK,104.883,-5.42822
KOT039,LIMAU,104.806,-5.60824
KOT040,DESA PENANGGUNGAN,104.781,-5.42014
KOT041,PASAR MADANG,104.623,-5.49681
KOT042,GADINGREJO 2,105.064,-5.37603
KOT043,BANJAR AGUNG GISTING,104.758,-5.3965
KOT044,BULUREJO,104.968,-5.39269
KOT045,PUTRI MADANG,104.629,-5.48817
KOT046,KEAGUNGAN,104.685,-5.48754
KOT047,PARE REJO,104.993,-5.41086
KOT048,STO KOTA AGUNG,104.641,-5.5007
KOT049,SINAR BARU,104.952,-5.30533
KOT050,BANDUNG BARU,104.98,-5.2629
KOT051,PUJODADI,104.932,-5.4323
KOT052,PAGELARAN 2,104.934,-5.36631
KOT053,CAMPANG GISTING,104.723,-5.38806
KOT054,KUNYAYAN,104.51,-5.46417
KOT055,KACAMARGA,104.916,-5.61992
KOT056,SIMPANG KEBUMEN,104.819,-5.35374
KOT057,SINDANG MARGA,104.77,-5.33571
KOT058,PULAU BENAWANG,104.599,-5.48634
KOT059,BATU BEDIL,104.703,-5.31107
KOT060,KALISARI,104.512,-5.49788
KOT061,RANTAU TIJANG,104.858,-5.36478
KOT063,JOGJAKARTA,105.031,-5.34959
KOT064,PEKON SUKOHARJO,104.977,-5.32436
KOT065,FAJAR ESUK,104.949,-5.34669
KOT066,TANJUNG DALAM PAGELARAN,104.913,-5.40827
KOT067,SUKA AGUNG PARDASUKA,104.885,-5.45617
KOT068,MARGOSARI,104.885,-5.27104
KOT071,WATES PRINGSEWU,105.016,-5.38322
KOT072,WALIAYAP,105.064,-5.39914
KOT073,PASAR SRIPENDOWO,104.409,-5.29
KOT074,AIR NANINGAN,104.711,-5.24246
KOT075,PURWOSARI KELUMBAYAN,105.021,-5.63176
KOT076,ISLAMIC CENTER TANGGAMUS,104.643,-5.48585
KOT077,PEMDA TANGGAMUS,104.683,-5.47615
KOT078,SUMANDA,104.811,-5.39001
KOT079,TUGU PAPAK,104.508,-5.5353
KOT080,DATARAJAN,104.589,-5.34271
KOT081,GUNUNG SARI TANGGAMUS,104.459,-5.24062
KOT082,KILAUAN NEGERI,105.119,-5.75593
KOT083,WARINGINSARI TIMUR,105.016,-5.26235
KOT084,BATU PATAH,105.016,-5.68178
KOT085,PRINGSEWU 4,104.979,-5.35641
KOT086,PAJARESUK PRINGSEWU,104.96,-5.35619
KOT087,REP. GUNUNG SARI TANGGAMUS,104.534,-5.2918
KOT088,WAY PANAS,104.56,-5.44317
KOT090,AIR BAKOMAN,104.66,-5.30219
KOT091,PRINGSEWU BARAT,104.975,-5.34909
KOT092,PODOSARI PRINGSEWU,104.975,-5.33759
KOT093,TUMPAK BAYUR,104.456,-5.51958
KOT095,KURIPAN KOTAAGUNG,104.625,-5.49128
KOT096,NEGERI RATU KOTAAGUNG,104.617,-5.49005
KOT097,TERBAYA KOTA AGUNG,104.63,-5.50098
KOT099,PEKON PRINGSEWU,104.999,-5.36274
KOT100,YANI PRINGSEWU,104.993,-5.35906
KOT101,KOTA AGUNG PUSAT,104.629,-5.49441
KOT102,ULU SEMONG,104.457,-5.20727
KOT104,PEMDA PRINGSEWU,105.005,-5.34723
KOT105,TALANG PADANG 3,104.79,-5.35985
KOT106,TALANG PADANG 4,104.78,-5.35739
KOT107,PAGELARAN III,104.91,-5.36582
KOT111,GADING REJO III,105.062,-5.34951
KOT113,SIMPANG BATU BALAI,104.68,-5.50823
KOT114,GISTING III,104.723,-5.43617
KOT115,PANDAN SARI,105.012,-5.30316
KOT116,SUGIMORO,104.984,-5.27956
KOT119,BANJAR NEGERI GISTING,104.761,-5.41222
KOT120,TAMBAH REJO,105.027,-5.38209
KOT122,NAPAL,104.867,-5.51696
KOT123,PTPN WAY LAYAP,105.066,-5.41731
KOT124,TALANG PADANG 5,104.777,-5.36217
KOT125,MATHLAUL ANWAR,104.725,-5.41918
KOT127,C_KOT127MW1_CMI_GistingII,104.716,-5.44233
KOT128,LIMAU 2,104.813,-5.59836
KOT131,SUMBER REJO II,104.696,-5.36246
KOT132,SUMBER REJO III,104.696,-5.38917
KOT133,PADANG SURYO,104.952,-5.35881
KOT134,TALANGPADANG 6,104.782,-5.358
KOT135,PRINGSEWU 5,104.973,-5.36
KOT138,AMBARAWA II,104.939,-5.41423
KOT139,AMBARAWA BARAT,104.864,-5.29555
KOT140,WONODADI GADING REJO,105.057,-5.3742
KOT142,DESA PAGELARAN IV,104.931,-5.39189
KOT143,WARINGINSARI BARAT,104.984,-5.27956
KOT144,TRIDADI KOTA AGUNG BARAT,104.56,-5.48328
KOT145,DESA PAGELARAN V,104.891,-5.34903
KOT146,Desa Asrama,104.755,-5.36722
KOT147,Lapangan Bola Singosari,104.75,-5.34636
KOT148,DESA TANGKIT SERDANG,104.819,-5.32549
KOT150,WAY HARONG TANGGAMUS,104.761,-5.29473
KOT151,PEKON ATAR BRAK,104.808,-5.56163
KOT152,TDC Pringsewu,104.983,-5.35653
KPH001,KEPAHYANG,102.581,-3.64578
KPH002,TEBAT KARAI,102.65,-3.674
KPH003,KEBAN AGUNG,102.705,-3.70317
KPH004,BATU BANDUNG,102.736,-3.64172
KPH005,KEBAWETAN,102.635,-3.58581
KPH006,DASPETAH,102.542,-3.59964
KPH007,TEBAT MONOK,102.583,-3.65867
KPH008,IMIGRASI PERMU,102.605,-3.64925
KPH009,KEPAHYANG 2,102.566,-3.6328
KPH010,PASAR KEPAHIANG,102.575,-3.64471
KPH012,PASAR UJUNG,102.587,-3.6504
KPH013,PEMUKIMAN DESPETAH ROAD,102.549,-3.61493
KPH014,DESA TEBAT KARAI 2,102.621,-3.66413
KPH015,DESA MUARA LANGKAP,102.719,-3.72769
KPH016,DESA TANGSI BARU,102.592,-3.60371
KTL001,PULP JAMBI,103.076,-1.01261
KTL002,KUALA TUNGKAL,103.466,-0.81296
KTL003,KUALA TUNGKAL 2,103.45,-0.836028
KTL006,PELABUHAN DAGANG,103.043,-1.10836
KTL007,BETARA,103.402,-1.10703
